Time,Latitude,Longitude,NO2
2020-04-01 13:20:19.121320,-85.42219,48.2567,-1.2676506e+30
2020-04-01 13:20:19.121320,-85.12878,48.21806,-1.2676506e+30
2020-04-01 13:20:19.121320,-84.847496,48.19961,-1.2676506e+30
2020-04-01 13:20:19.121320,-84.57681,48.19682,-1.2676506e+30
2020-04-01 13:20:19.121320,-84.31537,48.20633,-1.2676506e+30
2020-04-01 13:20:19.121320,-84.06197,48.2256,-1.2676506e+30
2020-04-01 13:20:19.121320,-83.815575,48.2527,-1.2676506e+30
2020-04-01 13:20:19.121320,-83.575195,48.286125,-1.2676506e+30
2020-04-01 13:20:19.121320,-83.33997,48.324707,-1.2676506e+30
2020-04-01 13:20:19.121320,-83.10911,48.36755,-1.2676506e+30
2020-04-01 13:20:19.121320,-82.88186,48.413956,-1.2676506e+30
2020-04-01 13:20:19.121320,-82.65753,48.463413,-1.2676506e+30
2020-04-01 13:20:19.121320,-82.43546,48.515545,-1.2676506e+30
2020-04-01 13:20:19.121320,-82.21503,48.570103,-1.2676506e+30
2020-04-01 13:20:19.121320,-81.99561,48.626938,-1.2676506e+30
2020-04-01 13:20:19.121320,-81.77662,48.685993,-1.2676506e+30
2020-04-01 13:20:19.121320,-81.557465,48.74729,-1.2676506e+30
2020-04-01 13:20:19.121320,-81.33754,48.810925,-1.2676506e+30
2020-04-01 13:20:19.121320,-81.11626,48.87704,-1.2676506e+30
2020-04-01 13:20:19.121320,-80.892975,48.945843,-1.2676506e+30
2020-04-01 13:20:19.121320,-80.66706,49.01759,-1.2676506e+30
2020-04-01 13:20:19.121320,-80.437836,49.09256,-1.2676506e+30
2020-04-01 13:20:19.121320,-80.20457,49.171093,-1.2676506e+30
2020-04-01 13:20:19.121320,-79.96649,49.253532,-1.2676506e+30
2020-04-01 13:20:19.121320,-79.72275,49.340263,-1.2676506e+30
2020-04-01 13:20:19.121320,-79.47242,49.43168,-1.2676506e+30
2020-04-01 13:20:19.121320,-79.21448,49.528194,-1.2676506e+30
2020-04-01 13:20:19.121320,-78.94777,49.630222,-1.2676506e+30
2020-04-01 13:20:19.121320,-78.671,49.738186,-1.2676506e+30
2020-04-01 13:20:19.121320,-78.382675,49.852505,-1.2676506e+30
2020-04-01 13:20:19.121320,-78.08111,49.97359,-1.2676506e+30
2020-04-01 13:20:19.121320,-77.764305,50.101833,-1.2676506e+30
2020-04-01 13:20:19.121320,-77.42994,50.237617,-1.2676506e+30
2020-04-01 13:20:19.121320,-77.07526,50.38129,-1.2676506e+30
2020-04-01 13:20:19.121320,-76.69692,50.533176,-1.2676506e+30
2020-04-01 13:20:19.121320,-76.29091,50.693573,-1.2676506e+30
2020-04-01 13:20:19.121320,-75.85221,50.86274,-1.2676506e+30
2020-04-01 13:20:19.121320,-75.37459,51.040894,-1.2676506e+30
2020-04-01 13:20:19.121320,-74.85002,51.228245,-1.2676506e+30
2020-04-01 13:20:19.121320,-74.268036,51.424988,-1.2676506e+30
2020-04-01 13:20:19.121320,-73.614555,51.631344,-1.2676506e+30
2020-04-01 13:20:19.121320,-72.87002,51.847652,-1.2676506e+30
2020-04-01 13:20:19.121320,-72.00605,52.074486,-1.2676506e+30
2020-04-01 13:20:19.121320,-70.979095,52.31298,-1.2676506e+30
2020-04-01 13:20:19.121320,-69.71671,52.565506,-1.2676506e+30
2020-04-01 13:20:21.121717,-85.56363,-134.85304,-1.2676506e+30
2020-04-01 13:20:21.121717,-86.908966,-135.16835,-1.2676506e+30
2020-04-01 13:20:21.121717,-87.992386,-135.65831,-1.2676506e+30
2020-04-01 13:20:21.121717,-88.89755,-136.73221,-1.2676506e+30
2020-04-01 13:20:21.121717,-89.67207,-142.268,-1.2676506e+30
2020-04-01 13:20:21.121717,-89.64281,52.81706,-1.2676506e+30
2020-04-01 13:20:21.121717,-89.04147,48.306923,-1.2676506e+30
2020-04-01 13:20:21.121717,-88.4996,47.370995,-1.2676506e+30
2020-04-01 13:20:21.121717,-88.007126,46.990623,-1.2676506e+30
2020-04-01 13:20:21.121717,-87.55563,46.8041,-1.2676506e+30
2020-04-01 13:20:21.121717,-87.13851,46.71003,-1.2676506e+30
2020-04-01 13:20:21.121717,-86.750496,46.668423,-1.2676506e+30
2020-04-01 13:20:21.121717,-86.38733,46.660015,-1.2676506e+30
2020-04-01 13:20:21.121717,-86.04552,46.674206,-1.2676506e+30
2020-04-01 13:20:21.121717,-85.72216,46.70454,-1.2676506e+30
2020-04-01 13:20:21.121717,-85.41482,46.7468,-1.2676506e+30
2020-04-01 13:20:21.121717,-85.12142,46.79805,-1.2676506e+30
2020-04-01 13:20:21.121717,-84.84018,46.85617,-1.2676506e+30
2020-04-01 13:20:21.121717,-84.56956,46.91957,-1.2676506e+30
2020-04-01 13:20:21.121717,-84.3082,46.987034,-1.2676506e+30
2020-04-01 13:20:21.121717,-84.05489,47.057617,-1.2676506e+30
2020-04-01 13:20:21.121717,-83.80859,47.130585,-1.2676506e+30
2020-04-01 13:20:21.121717,-83.56833,47.205376,-1.2676506e+30
2020-04-01 13:20:21.121717,-83.33323,47.28156,-1.2676506e+30
2020-04-01 13:20:21.121717,-83.102486,47.358814,-1.2676506e+30
2020-04-01 13:20:21.121717,-82.87537,47.436928,-1.2676506e+30
2020-04-01 13:20:21.121717,-82.65117,47.515766,-1.2676506e+30
2020-04-01 13:20:21.121717,-82.42924,47.59528,-1.2676506e+30
2020-04-01 13:20:21.121717,-82.20895,47.67548,-1.2676506e+30
2020-04-01 13:20:21.121717,-81.98968,47.756443,-1.2676506e+30
2020-04-01 13:20:21.121717,-81.770836,47.838306,-1.2676506e+30
2020-04-01 13:20:21.121717,-81.55183,47.921257,-1.2676506e+30
2020-04-01 13:20:21.121717,-81.33206,48.00552,-1.2676506e+30
2020-04-01 13:20:21.121717,-81.11093,48.091373,-1.2676506e+30
2020-04-01 13:20:21.121717,-80.88782,48.17913,-1.2676506e+30
2020-04-01 13:20:21.121717,-80.66207,48.269135,-1.2676506e+30
2020-04-01 13:20:21.121717,-80.43302,48.361767,-1.2676506e+30
2020-04-01 13:20:21.121717,-80.199936,48.45742,-1.2676506e+30
2020-04-01 13:20:21.121717,-79.96205,48.55653,-1.2676506e+30
2020-04-01 13:20:21.121717,-79.718506,48.659534,-1.2676506e+30
2020-04-01 13:20:21.121717,-79.46839,48.76689,-1.2676506e+30
2020-04-01 13:20:21.121717,-79.21066,48.879066,-1.2676506e+30
2020-04-01 13:20:21.121717,-78.94419,48.99653,-1.2676506e+30
2020-04-01 13:20:21.121717,-78.667656,49.119755,-1.2676506e+30
2020-04-01 13:20:21.121717,-78.37959,49.24921,-1.2676506e+30
2020-04-01 13:20:21.121717,-78.0783,49.385353,-1.2676506e+30
2020-04-01 13:20:21.121717,-77.76179,49.528637,-1.2676506e+30
