Country,date,Alt_Mean_co2,lat,long,Alt_Mean_no2,Alt_Mean_ch4,Alt_Mean_o3
Algeria,2004-02-17,0.0018669376699999999,495.9,-112.23999999999998,2.93483065e-09,1.75834057e-06,1.05201166e-05
Algeria,2004-02-18,0.00219436275,580.74,-193.39000000000004,3.17269131e-09,2.0730299099999998e-06,1.22948491e-05
Algeria,2004-02-19,0.00212819589,593.35,-275.74,3.3311139400000003e-09,2.03196589e-06,1.1792348300000002e-05
Algeria,2004-02-20,0.0024483942500000003,678.53,-388.81000000000006,3.78174327e-09,2.18573963e-06,1.3054602099999999e-05
Algeria,2004-02-21,0.00138833394,381.82,-486.06999999999994,2.0056278e-09,1.2836343900000001e-06,7.189374100000001e-06
Algeria,2004-02-22,0.00252632638,693.1499999999999,-535.01,3.87544946e-09,2.2305724e-06,1.2630413900000002e-05
Algeria,2004-02-23,0.00270992841,776.3,-468.2900000000001,4.12759959e-09,2.4726154999999997e-06,1.39166362e-05
Algeria,2004-02-24,0.00262151405,703.1899999999999,-13.199999999999953,3.98879156e-09,2.2431539399999998e-06,1.28546771e-05
Algeria,2004-02-25,0.0031469025700000004,864.37,-383.24,5.0363411299999995e-09,2.7891613900000002e-06,1.52762531e-05
Algeria,2004-02-26,0.00298536039,868.58,-545.5,5.04981221e-09,2.6201224600000003e-06,1.4454065e-05
Algeria,2004-02-27,0.0029957511799999998,871.74,-25.220000000000027,5.22634578e-09,2.72104826e-06,1.51184286e-05
Algeria,2004-02-28,0.0029179738,794.7099999999999,301.97999999999996,4.651583470000001e-09,2.38592013e-06,1.29291952e-05
Algeria,2004-03-01,0.0025399719,718.18,-223.97000000000003,4.42740398e-09,1.90591472e-06,1.1428279699999999e-05
Algeria,2004-03-02,0.00375226978,1037.81,-364.37,6.515010849999999e-09,2.8194311900000003e-06,1.6539206700000004e-05
Algeria,2004-03-03,0.00313805171,877.88,38.640000000000015,5.862317050000001e-09,2.4564936200000003e-06,1.42331613e-05
Algeria,2004-03-04,0.0030423152300000002,876.86,-427.02,6.013586989999999e-09,2.5044734899999997e-06,1.45342136e-05
Algeria,2004-03-05,0.0035530004200000002,1034.0499999999997,111.50999999999999,7.105665160000001e-09,2.97496108e-06,1.65990017e-05
Algeria,2004-03-06,0.00370657989,1109.8700000000001,53.18999999999998,7.740372559999999e-09,3.16279951e-06,1.78950174e-05
Algeria,2004-03-07,0.0031128120699999997,947.1999999999999,-22.75000000000003,6.917545689999999e-09,2.6625402899999997e-06,1.5270835999999998e-05
Algeria,2004-03-08,0.00211868489,628.51,130.42999999999998,4.5197386999999995e-09,1.7281572800000003e-06,1.02630826e-05
American Samoa,2004-03-08,0.00140079642,392.09000000000003,-358.37,3.15711572e-09,1.1760434399999999e-06,6.206453699999999e-06
American Samoa,2004-03-09,0.00350454008,1013.94,-151.2199999999999,7.56223282e-09,2.9800969500000002e-06,1.7108966700000003e-05
American Samoa,2004-03-10,0.00404048055,1006.26,-28.25999999999999,7.90710436e-09,2.89483688e-06,1.74912725e-05
American Samoa,2004-03-11,0.00357835171,920.6599999999999,-378.64000000000004,7.04810856e-09,2.64875344e-06,1.68994983e-05
American Samoa,2004-03-12,0.00415080422,1062.97,73.56000000000006,8.84334927e-09,3.2709547e-06,1.996177e-05
American Samoa,2004-03-13,0.0027027373999999995,675.34,318.98000000000013,5.8772094200000005e-09,2.07796302e-06,1.2483804199999998e-05
Angola,2004-03-13,0.00121198597,300.14,-407.50000000000006,2.35120446e-09,9.757387799999999e-07,6.1232851e-06
Angola,2004-03-14,0.0037813568900000004,963.1099999999999,-25.39999999999992,8.884369939999998e-09,3.1497307499999996e-06,1.8295970899999998e-05
Angola,2004-03-15,0.00390841266,949.55,34.94000000000005,9.301680250000001e-09,3.2108350499999997e-06,1.8587886899999998e-05
Angola,2004-03-16,0.00368547808,934.9200000000001,-243.03999999999996,9.68170494e-09,3.2479736199999997e-06,1.90817473e-05
Angola,2004-03-17,0.00367141144,918.23,-22.570000000000164,9.264796840000001e-09,3.2261216300000002e-06,1.91684302e-05
Angola,2004-03-18,0.0038925878400000004,901.1700000000001,103.33999999999997,9.50926694e-09,3.22030983e-06,1.95691198e-05
Angola,2004-03-19,0.0036056273300000006,882.5999999999999,-181.59000000000003,9.312754470000002e-09,3.34840276e-06,2.0248698500000004e-05
Angola,2004-03-20,0.0036004723899999997,862.16,-206.01,1.008481781e-08,3.4405821600000002e-06,2.00244253e-05
Angola,2004-03-21,0.0035710436999999997,839.73,-305.5400000000001,9.71608137e-09,3.40934535e-06,2.0282403200000002e-05
Angola,2004-03-22,0.0032274190399999994,753.19,-53.14999999999992,8.41948459e-09,3.37455839e-06,1.90222345e-05
Angola,2004-03-23,0.0031671353799999995,730.03,-339.31000000000006,8.458578669999998e-09,3.3100206800000006e-06,1.9548633699999996e-05
Angola,2004-03-24,0.00288813343,647.38,-187.59000000000003,8.4758707e-09,3.09559136e-06,1.8212016e-05
Angola,2004-03-25,0.00103104888,226.01,-305.22999999999996,3.2442735e-09,1.1216806e-06,6.5579596e-06
Anguilla,2004-03-25,0.00178525358,394.76,597.68,5.490471869999999e-09,2.0087212499999997e-06,1.15342487e-05
Anguilla,2004-03-26,0.00257985996,540.51,-21.42000000000007,8.11567329e-09,2.91866225e-06,1.64998694e-05
Antarctica,2004-03-27,0.00289031552,564.5,10.580000000000098,9.17014964e-09,3.37057372e-06,1.83629544e-05
Antarctica,2004-03-28,0.0026560991800000005,481.96,36.599999999999966,8.65343327e-09,3.0661064100000003e-06,1.66554767e-05
Antarctica,2004-03-29,0.0025221308100000003,450.91,140.72,8.839965280000001e-09,3.12666079e-06,1.66884449e-05
Antarctica,2004-03-30,0.0022754087799999995,374.99,118.16,8.23503692e-09,2.8660879e-06,1.49181948e-05
Antarctica,2004-03-31,0.0025484930700000004,380.42999999999995,35.050000000000004,9.64930007e-09,3.0713034500000006e-06,1.69221241e-05
Antarctica,2004-04-01,0.0022780194299999996,303.84000000000003,213.11999999999998,8.720490699999999e-09,3.07669319e-06,1.5201819100000003e-05
Antarctica,2004-04-02,0.0025670743400000003,289.5,180.29000000000002,9.7342114e-09,3.3662750099999996e-06,1.71440707e-05
Antarctica,2004-04-03,0.00233199808,217.45999999999998,-415.89,8.4750488e-09,3.45965376e-06,1.5007907300000001e-05
Antarctica,2004-04-04,0.0012980241800000002,93.43,-458.14,4.6482687e-09,2.042873e-06,8.492864000000001e-06
